stop_id,stop_name,stop_lon,stop_lat
shape_572-1-0,stop shape_572-1-0,-103.419683,20.602380
shape_572-1-1,stop shape_572-1-1,-103.419718,20.602366
shape_573-1-0,stop shape_573-1-0,-105.207818,20.629396
shape_574-1-0,stop shape_574-1-0,-103.297041,20.689024
shape_574-1-1,stop shape_574-1-1,-103.297041,20.689034
shape_575-1-0,stop shape_575-1-0,-103.257808,20.677295
shape_575-1-1,stop shape_575-1-1,-103.257772,20.677243
shape_576-1-0,stop shape_576-1-0,-103.298388,20.673234
shape_576-1-1,stop shape_576-1-1,-103.298352,20.673250
shape_577-1-0,stop shape_577-1-0,-103.235971,20.626796
shape_577-1-1,stop shape_577-1-1,-103.236006,20.626831
shape_578-1-0,stop shape_578-1-0,-103.258553,20.620819
shape_578-1-1,stop shape_578-1-1,-103.258610,20.620806
shape_579-1-0,stop shape_579-1-0,-103.276569,20.628896
shape_579-1-1,stop shape_579-1-1,-103.276598,20.628936
shape_580-1-0,stop shape_580-1-0,-103.342916,20.661032
shape_580-1-1,stop shape_580-1-1,-103.342896,20.661042
shape_581-1-0,stop shape_581-1-0,-103.279584,20.686312
shape_581-1-1,stop shape_581-1-1,-103.279595,20.686379
shape_582-1-1,stop shape_582-1-1,-103.262163,20.689431
shape_584-1-0,stop shape_584-1-0,-103.431078,20.726981
shape_584-1-1,stop shape_584-1-1,-103.431016,20.727015
shape_585-1-0,stop shape_585-1-0,-103.353413,20.731562
shape_585-1-1,stop shape_585-1-1,-103.353417,20.731510
shape_586-1-0,stop shape_586-1-0,-103.256217,20.682731
shape_586-1-1,stop shape_586-1-1,-103.256155,20.682755
shape_587-1-0,stop shape_587-1-0,-103.273598,20.675336
shape_587-1-1,stop shape_587-1-1,-103.273553,20.675388
shape_588-1-0,stop shape_588-1-0,-103.384810,20.676755
shape_588-1-1,stop shape_588-1-1,-103.384805,20.676719
shape_589-1-0,stop shape_589-1-0,-103.385740,20.676725
shape_589-1-1,stop shape_589-1-1,-103.385722,20.676681
shape_590-1-0,stop shape_590-1-0,-103.245454,20.627837
shape_590-1-1,stop shape_590-1-1,-103.245444,20.627858
shape_591-1-0,stop shape_591-1-0,-103.342625,20.608834
shape_591-1-1,stop shape_591-1-1,-103.342625,20.608855
shape_592-1-0,stop shape_592-1-0,-103.352175,20.730943
shape_592-1-1,stop shape_592-1-1,-103.352238,20.730923
shape_593-1-0,stop shape_593-1-0,-103.355580,20.674945
shape_593-1-1,stop shape_593-1-1,-103.355570,20.674945
