stop_code,stop_lat,stop_lon,stop_id,stop_name,zone_id,parent_station,stop_desc,location_type
1426,22.471385343398737,-97.99158494873755,stop_left_1427,Stop 1427,merged_cluster,,,0
1427,22.47002498477265,-97.99044945743131,stop_left_1428,Stop 1428,merged_cluster,,,0
1428,22.46708444903866,-97.98859810344571,stop_left_1429,Stop 1429,merged_cluster,,,0
1429,22.464390339758346,-97.98675409462673,stop_left_1430,Stop 1430,merged_cluster,,,0
1430,22.462444556460813,-97.98516429049616,stop_left_1431,Stop 1431,merged_cluster,,,0
1431,22.460549424548823,-97.98384308702113,stop_left_1432,Stop 1432,merged_cluster,,,0
1432,22.458175231363235,-97.9822574419795,stop_left_1433,Stop 1433,merged_cluster,,,0
1433,22.456759130945457,-97.98120078594681,stop_left_1434,Stop 1434,merged_cluster,,,0
1434,22.434253302077476,-98.0747653967018,stop_left_1435,Stop 1435,merged_cluster,,,0
1435,22.435671256079445,-98.07375248681163,stop_left_1436,Stop 1436,merged_cluster,,,0
1436,22.437150975662036,-98.07257457712898,stop_left_1437,Stop 1437,merged_cluster,,,0
1437,22.439778514881183,-98.07055541225276,stop_left_1438,Stop 1438,merged_cluster,,,0
1438,22.441117037398445,-98.06941728748345,stop_left_1439,Stop 1439,merged_cluster,,,0
1439,22.44259672124384,-98.06823928481084,stop_left_1440,Stop 1440,merged_cluster,,,0
1440,22.444414178750854,-98.0667971109897,stop_left_1441,Stop 1441,merged_cluster,,,0
1441,22.446236802018348,-98.06536274553156,stop_left_1442,Stop 1442,merged_cluster,,,0
1442,22.448537567273053,-98.06390854150774,stop_left_1443,Stop 1443,merged_cluster,,,0
1443,22.450585336044362,-98.0623969631098,stop_left_1444,Stop 1444,merged_cluster,,,0
1444,22.449984692950625,-98.0606789595385,stop_left_1445,Stop 1445,merged_cluster,,,0
1445,22.449130376137248,-98.05779708811902,stop_left_1446,Stop 1446,merged_cluster,,,0
1446,22.44840284815627,-98.05549718835131,stop_left_1447,Stop 1447,merged_cluster,,,0
1447,22.447925862149837,-98.05420902472729,stop_left_1448,Stop 1448,merged_cluster,,,0
1448,22.446879081496697,-98.05092278380447,stop_left_1449,Stop 1449,merged_cluster,,,0
1449,22.446390220421208,-98.04963970405309,stop_left_1450,Stop 1450,merged_cluster,,,0
1450,22.44562235224513,-98.04735508314543,stop_left_1451,Stop 1451,merged_cluster,,,0
1451,22.44471250155872,-98.04464818034573,stop_left_1452,Stop 1452,merged_cluster,,,0
1452,22.443944564485456,-98.04236361688028,stop_left_1453,Stop 1453,merged_cluster,,,0
1453,22.44331855851436,-98.04050137817028,stop_left_1454,Stop 1454,merged_cluster,,,0
1454,22.44255056421562,-98.03821686243613,stop_left_1455,Stop 1455,merged_cluster,,,0
1455,22.441782538395486,-98.03593237300163,stop_left_1456,Stop 1456,merged_cluster,,,0
1456,22.440735394703463,-98.03264642719701,stop_left_1457,Stop 1457,merged_cluster,,,0
1457,22.440246392205907,-98.03136347304148,stop_left_1458,Stop 1458,merged_cluster,,,0
1458,22.439199157806595,-98.02807760105317,stop_left_1459,Stop 1459,merged_cluster,,,0
1459,22.43871011997528,-98.02679467830981,stop_left_1460,Stop 1460,merged_cluster,,,0
1460,22.437941936603867,-98.0245103204109,stop_left_1461,Stop 1461,merged_cluster,,,0
1461,22.436894566182985,-98.02122455917458,stop_left_1462,Stop 1462,merged_cluster,,,0
1462,22.436263460318234,-98.01951942886768,stop_left_1463,Stop 1463,merged_cluster,,,0
1463,22.43636142259332,-98.0162985444047,stop_left_1464,Stop 1464,merged_cluster,,,0
1464,22.43901493015203,-98.01592883372504,stop_left_1465,Stop 1465,merged_cluster,,,0
1465,22.441408507826495,-98.0162776535835,stop_left_1466,Stop 1466,merged_cluster,,,0
1466,22.44267762187256,-98.01603512345169,stop_left_1467,Stop 1467,merged_cluster,,,0
1467,22.4449156842157,-98.01571115820619,stop_left_1468,Stop 1468,merged_cluster,,,0
